CourseId,Subject,Number,Title,Class Units,Description,Topic,seeAlso,Outline
25376,MECH,490B, Capstone Mechanical Engineering Design Project,4,"A supervised design, simulation or experimental capstone design project including a preliminary project proposal with complete project plan and a technical report at the end of the fall term; a final report by the group and presentation at the end of the winter term. Lectures: one hour per week, one term. Equivalent laboratory time: three hours per week, two terms.
Prerequisite: 75 credits in the program; ENCS 282; ENGR 301; MECH 344, 390.
NOTE: Students will work in groups under direct supervision of a faculty member. Each student will undertake project work in the area of their option.



",,,
25376,MECH,490B, Capstone Mechanical Engineering Design Project,4,"A supervised design, simulation or experimental capstone design project including a preliminary project proposal with complete project plan and a technical report at the end of the fall term; a final report by the group and presentation at the end of the winter term. Lectures: one hour per week, one term. Equivalent laboratory time: three hours per week, two terms.
Prerequisite: 75 credits in the program; ENCS 282; ENGR 301; MECH 344, 390.
NOTE: Students will work in groups under direct supervision of a faculty member. Each student will undertake project work in the area of their option.



",,,
25377,MECH,490C, Capstone Mechanical Engineering Design Project,4,"A supervised design, simulation or experimental capstone design project including a preliminary project proposal with complete project plan and a technical report at the end of the fall term; a final report by the group and presentation at the end of the winter term. Lectures: one hour per week, one term. Equivalent laboratory time: three hours per week, two terms.
Prerequisite: 75 credits in the program; ENCS 282; ENGR 301; MECH 344, 390.
NOTE: Students will work in groups under direct supervision of a faculty member. Each student will undertake project work in the area of their option.



",,,
25377,MECH,490C, Capstone Mechanical Engineering Design Project,4,"A supervised design, simulation or experimental capstone design project including a preliminary project proposal with complete project plan and a technical report at the end of the fall term; a final report by the group and presentation at the end of the winter term. Lectures: one hour per week, one term. Equivalent laboratory time: three hours per week, two terms.
Prerequisite: 75 credits in the program; ENCS 282; ENGR 301; MECH 344, 390.
NOTE: Students will work in groups under direct supervision of a faculty member. Each student will undertake project work in the area of their option.



",,,
32175,SPAN,443,"""The Spanish-American """"Boom"""" and its Predecessors, 1950-1980""",3,"Prerequisite: SPAN 303 or equivalent. This course examines a selection of Spanish-American novels and essays of the period between approximately 1950 and 1975, known as the Boom. Through close textual analysis and a study of critical debates, the course considers literary and extra-literary issues representative of this period, including lo real maravilloso and magical realism as Latin-American specificities, the relationship between history and fiction, and the debate between regionalism and cosmopolitism. Authors studied may include Carpentier, GarcÃ­a MÃ¡rquez, Puig and Allende.",,,
40979,HIST,219,(also listed as CLAS 230) Ancient Near East,3,"A political, social, economic, and intellectual history of the ancient Near East, this course surveys the period from the origins of civilization in the middle of the fourth millennium to Alexander the Great's conquest of the Persian Empire in the latter part of the fourth century BC.

NOTE: Students who have received credit for CLAS 230 may not take this course for credit.



",,,
40980,HIST,223,(also listed as CLAS 240) Greek History from the Bronze Age to Alexander,3,"This course offers a political, social, economic, and cultural history of Greece from the Minoan-Mycenaean period in the second millennium to the end of Classical Greek civilization in the fourth century BC, with special emphasis placed upon Athens.

NOTE: Students who have received credit for CLAS 240 may not take this course for credit.



",,,
40982,HIST,225,(also listed as CLAS 242) History of the Roman Republic,3,"This course offers a political, social, economic and cultural history of Rome from the city's origins to the establishment of the Roman Empire under the Emperor Augustus.

NOTE: Students who have received credit for CLAS 242 may not take this course for credit.



",,,
40985,HIST,327,(also listed as CLAS 343) History of the Roman Empire,3,"This course offers a political, social, economic, and cultural history of the Roman Empire from Augustus to the end of the Roman Empire in the West.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.
NOTE: Students who have received credit for CLAS 343 may not take this course for credit.



",,,
40985,HIST,327,(also listed as CLAS 343) History of the Roman Empire,3,"This course offers a political, social, economic, and cultural history of the Roman Empire from Augustus to the end of the Roman Empire in the West.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.
NOTE: Students who have received credit for CLAS 343 may not take this course for credit.



",,,
41504,INTE,275,(also listed as FASS 291) Introduction to Sexuality Research,3,"An interdisciplinary survey of approaches to research in sexuality within the humanities, the arts, and the social sciences. Basic concepts of sexual identity, values, conduct, representation, and politics are addressed through such topical concerns as pornography and censorship, and through the perennial dialogue between biological and socio-cultural models of sexuality. The relation between theories and research methods is discussed in the context of classical and current research and creative activity. The syllabus reflects the varying specializations of the instructors from year to year.

NOTE: Students who have received credit for FASS 291, FASS 391, or INTE 391 may not take this course for credit.



",,,
41504,INTE,275,(also listed as FASS 291) Introduction to Sexuality Research,3,"An interdisciplinary survey of approaches to research in sexuality within the humanities, the arts, and the social sciences. Basic concepts of sexual identity, values, conduct, representation, and politics are addressed through such topical concerns as pornography and censorship, and through the perennial dialogue between biological and socio-cultural models of sexuality. The relation between theories and research methods is discussed in the context of classical and current research and creative activity. The syllabus reflects the varying specializations of the instructors from year to year.

NOTE: Students who have received credit for FASS 291, FASS 391, or INTE 391 may not take this course for credit.



",,,
41504,INTE,275,(also listed as FASS 291) Introduction to Sexuality Research,3,"An interdisciplinary survey of approaches to research in sexuality within the humanities, the arts, and the social sciences. Basic concepts of sexual identity, values, conduct, representation, and politics are addressed through such topical concerns as pornography and censorship, and through the perennial dialogue between biological and socio-cultural models of sexuality. The relation between theories and research methods is discussed in the context of classical and current research and creative activity. The syllabus reflects the varying specializations of the instructors from year to year.

NOTE: Students who have received credit for FASS 291, FASS 391, or INTE 391 may not take this course for credit.



",,,
